sample size	iteration	time
50000	0	0.529376745223999
50000	1	0.22014451026916504
50000	2	0.22089004516601562
50000	3	0.21866226196289062
50000	4	0.21361041069030762
50000	5	0.21622872352600098
50000	6	0.21478652954101562
50000	7	0.2165520191192627
50000	8	0.21939682960510254
50000	9	0.22078347206115723
50000	10	0.2149515151977539
50000	11	0.21666860580444336
50000	12	0.21793293952941895
50000	13	0.21059250831604004
50000	14	0.21741747856140137
50000	15	0.228712797164917
50000	16	0.2143082618713379
50000	17	0.21934843063354492
50000	18	0.2158353328704834
50000	19	0.21949291229248047
50000	20	0.21401548385620117
50000	21	0.22434473037719727
50000	22	0.2121288776397705
50000	23	0.2229771614074707
50000	24	0.21464872360229492
50000	25	0.21688032150268555
50000	26	0.21779990196228027
50000	27	0.21053290367126465
50000	28	0.2117776870727539
50000	29	0.2103590965270996
50000	30	0.21695780754089355
50000	31	0.22240233421325684
50000	32	0.21660423278808594
50000	33	0.23380494117736816
50000	34	0.2120368480682373
50000	35	0.21080851554870605
50000	36	0.2236957550048828
50000	37	0.21628999710083008
50000	38	0.21362948417663574
50000	39	0.2286853790283203
50000	40	0.21460437774658203
50000	41	0.21366024017333984
50000	42	0.21079754829406738
50000	43	0.21155142784118652
50000	44	0.21601223945617676
50000	45	0.21274876594543457
50000	46	0.2115635871887207
50000	47	0.21941304206848145
50000	48	0.21203351020812988
50000	49	0.2088334560394287
50000	50	0.21696710586547852
50000	51	0.22265243530273438
50000	52	0.23242568969726562
50000	53	0.21531367301940918
50000	54	0.2322525978088379
50000	55	0.21199750900268555
50000	56	0.22259020805358887
50000	57	0.21083879470825195
50000	58	0.20700931549072266
50000	59	0.21339654922485352
50000	60	0.20764565467834473
50000	61	0.20954537391662598
50000	62	0.21790575981140137
50000	63	0.21159601211547852
50000	64	0.21071219444274902
50000	65	0.2136845588684082
50000	66	0.20891904830932617
50000	67	0.2097642421722412
50000	68	0.21523547172546387
50000	69	0.2126326560974121
50000	70	0.21526050567626953
50000	71	0.21114826202392578
50000	72	0.21098566055297852
50000	73	0.22170639038085938
50000	74	0.21267366409301758
50000	75	0.22395610809326172
50000	76	0.2136237621307373
50000	77	0.21034717559814453
50000	78	0.21779346466064453
50000	79	0.2095785140991211
50000	80	0.22596979141235352
50000	81	0.22129440307617188
50000	82	0.20967888832092285
50000	83	0.21119928359985352
50000	84	0.21559476852416992
50000	85	0.2196502685546875
50000	86	0.21729683876037598
50000	87	0.21534037590026855
50000	88	0.22341585159301758
50000	89	0.21102118492126465
50000	90	0.211930513381958
50000	91	0.2207014560699463
50000	92	0.2216196060180664
50000	93	0.22074484825134277
50000	94	0.21271586418151855
50000	95	0.21416425704956055
50000	96	0.21766877174377441
50000	97	0.21445274353027344
50000	98	0.2292330265045166
50000	99	0.2158830165863037
55000	0	0.37538671493530273
55000	1	0.2350788116455078
55000	2	0.23647260665893555
55000	3	0.2377490997314453
55000	4	0.2301044464111328
55000	5	0.2608966827392578
55000	6	0.2345120906829834
55000	7	0.23191142082214355
55000	8	0.24321365356445312
55000	9	0.23555350303649902
55000	10	0.2452390193939209
55000	11	0.23513221740722656
55000	12	0.23136472702026367
55000	13	0.23848414421081543
55000	14	0.2294013500213623
55000	15	0.23157978057861328
55000	16	0.23197031021118164
55000	17	0.23751354217529297
55000	18	0.24057555198669434
55000	19	0.23078250885009766
55000	20	0.24206161499023438
55000	21	0.23578858375549316
55000	22	0.23240971565246582
55000	23	0.24601435661315918
55000	24	0.24424290657043457
55000	25	0.25313448905944824
55000	26	0.2383279800415039
55000	27	0.2329552173614502
55000	28	0.24147319793701172
55000	29	0.24588704109191895
55000	30	0.22926902770996094
55000	31	0.23887324333190918
55000	32	0.2339944839477539
55000	33	0.2425222396850586
55000	34	0.23147130012512207
55000	35	0.23021435737609863
55000	36	0.24412846565246582
55000	37	0.23656892776489258
55000	38	0.24084997177124023
55000	39	0.24846649169921875
55000	40	0.2379770278930664
55000	41	0.24381613731384277
55000	42	0.2312324047088623
55000	43	0.23090386390686035
55000	44	0.24097537994384766
55000	45	0.23328423500061035
55000	46	0.23396086692810059
55000	47	0.24255108833312988
55000	48	0.24050426483154297
55000	49	0.2383277416229248
55000	50	0.23779988288879395
55000	51	0.23632359504699707
55000	52	0.23929381370544434
55000	53	0.23728299140930176
55000	54	0.23780035972595215
55000	55	0.24765348434448242
55000	56	0.2496788501739502
55000	57	0.23260045051574707
55000	58	0.24289679527282715
55000	59	0.25077223777770996
55000	60	0.23813128471374512
55000	61	0.2433309555053711
55000	62	0.2347731590270996
55000	63	0.2410600185394287
55000	64	0.24236750602722168
55000	65	0.24276137351989746
55000	66	0.24567437171936035
55000	67	0.236222505569458
55000	68	0.23662114143371582
55000	69	0.23217988014221191
55000	70	0.24293136596679688
55000	71	0.23578333854675293
55000	72	0.23891878128051758
55000	73	0.23426151275634766
55000	74	0.23688173294067383
55000	75	0.2336575984954834
55000	76	0.240462064743042
55000	77	0.24258756637573242
55000	78	0.23221278190612793
55000	79	0.2376868724822998
55000	80	0.23591113090515137
55000	81	0.24228334426879883
55000	82	0.23349666595458984
55000	83	0.23192453384399414
55000	84	0.2372279167175293
55000	85	0.23839688301086426
55000	86	0.23981046676635742
55000	87	0.2380383014678955
55000	88	0.23546218872070312
55000	89	0.23735594749450684
55000	90	0.23642969131469727
55000	91	0.23393678665161133
55000	92	0.23110270500183105
55000	93	0.23192262649536133
55000	94	0.23226523399353027
55000	95	0.24500155448913574
55000	96	0.24210238456726074
55000	97	0.23380494117736816
55000	98	0.23232579231262207
55000	99	0.2286992073059082
40000	0	0.3004295825958252
40000	1	0.1655895709991455
